product,avg_views_pre,median_views_pre,max_views_pre,min_views_pre,range_views_pre,volatility_pre,cv_pre,total_views_pre,growth_rate_pre,trend_slope_pre,trend_r2_pre,largest_jump_pre,largest_drop_pre,days_above_mean_pre,view_skew_pre,acceleration_pre,avg_edits_pre,total_edits_pre,edit_view_ratio_pre,peak_views_post,log_peak_views_post
Italicus Rosolio di Bergamotto,155.86666666666667,153.5,303,22,281,57.617551338305084,0.36730270721401453,4676,6.045454545454546,3.3454949944382646,0.2525745684440609,107,-109,14,0.2851977803711602,-6.767857142857144,5.5,11,0.035061623459413514,421,6.045005314036012
Birda (app),20.033333333333335,12.5,113,2,111,23.808238536738124,1.1319289320160755,601,-0.9469026548672567,-1.7657397107897663,0.4120759646065672,18,-51,7,2.6899003797983836,4.035714285714286,2.125,17,0.10103011093502376,48,3.8918202981106265
Samsung Galaxy Watch Active 2,30.233333333333334,30.5,45,20,25,6.059061166733854,0.19399342049307963,907,-0.21621621621621623,-0.15728587319243603,0.05048323855833007,18,-15,15,0.3799742227615228,-0.2571428571428571,1.0,1,0.032017075773746,186,5.231108616854587
Samsung Gear S3,192.9,131.5,1611,95,1516,266.5472253341485,1.3746633591240252,5787,-0.9373060211049038,-13.175750834260286,0.18305468998689597,50,-1383,5,5.005248009431635,40.56785714285714,8.333333333333334,25,0.042977479800584494,263,5.575949103146316
TvOS,206.2,163.0,880,103,777,140.26009173436802,0.6769309446639383,6186,-0.5728813559322034,-10.359955506117908,0.4087200933745883,585,-559,10,3.6639987294991014,19.13928571428572,1.5,3,0.00723938223938224,2418,7.791109510610028
ROXi,16.266666666666666,16.0,25,9,16,4.032644569289763,0.23355084378126043,488,-0.1111111111111111,-0.12591768631813124,0.07304189374425624,13,-7,14,0.290301844774444,-0.28928571428571426,2.0,2,0.11583011583011583,43,3.784189633918261
IPadOS 17,723.7333333333333,611.5,2602,391,2211,402.84222993899516,0.5558489052603189,21712,-0.5569409808811305,-29.42335928809789,0.3996621063538227,1399,-1383,8,3.425164228768336,65.725,4.117647058823529,70,0.005681602969584485,6502,8.780018887869153
Amazon Echo Show,5.592592592592593,3.0,26,1,25,5.883179156048824,0.8923923438950463,151,-0.8235294117647058,-0.5518925518925519,0.5338694279721546,9,-9,8,2.0056630941270805,1.4934065934065934,1.0,1,0.15168539325842698,380,5.942799375126701
Apple Watch Series 5,47.233333333333334,45.5,78,27,51,13.843610640131265,0.28701335121212024,1417,0.7777777777777778,-1.0231368186874301,0.4092108315533441,46,-31,14,0.510378750486392,-0.14285714285714282,2.0,2,0.0414651002073255,872,6.771935555839602
Mega Sg,25.166666666666668,25.5,41,15,26,6.608496214890511,0.2525539954735227,755,1.0666666666666667,-0.30901001112347043,0.16380164309267287,15,-11,15,0.1341818803845584,0.12142857142857154,2.0,2,0.07643312101910828,85,4.454347296253507
Mountain Dew Major Melon,22.833333333333332,20.0,48,8,40,9.437808125948642,0.39599194934050247,685,-0.6666666666666666,-0.7156840934371523,0.4308031675769947,14,-19,13,0.9544725795351899,0.575,1.3333333333333333,4,0.055944055944055944,54,4.007333185232471
Samsung Galaxy Watch Ultra,40.63333333333333,35.0,80,13,67,18.684188205241586,0.44877954055824465,1219,1.4736842105263157,-0.36596218020022225,0.028741034206927946,46,-23,12,0.6797705610363922,-1.9535714285714285,1.0,1,0.02401921537229784,67,4.219507705176107
Lego Avatar,33.166666666666664,27.5,123,14,109,19.83445374986555,0.5805205975570406,995,-0.6097560975609756,-0.692992213570634,0.09145230728563362,26,-74,9,3.109074469086,5.446428571428571,2.4285714285714284,17,0.0710801393728223,2550,7.844240718141811
Analogue Nt Mini,30.5,21.0,125,9,116,26.320777597429245,0.83558024118823,915,-0.7685185185185185,-1.9410456062291432,0.4074295213594745,18,-66,9,2.3615549204292345,6.685714285714285,4.0,4,0.12698412698412698,37,3.6375861597263857
Apple Watch Series 1,46.333333333333336,35.5,155,18,137,28.00991887806095,0.5917588495364989,1390,-0.5844155844155844,-0.8382647385984425,0.0670991687092253,56,-76,9,2.2612686069837054,-4.1535714285714285,3.0,3,0.06338028169014084,55,4.02535169073515
Curry Brand,12.933333333333334,9.5,74,4,70,12.50848600839535,0.8977382302676088,388,-0.8918918918918919,-0.35773081201334805,0.06127476413022633,15,-59,7,3.894642371544278,2.2285714285714286,1.3333333333333333,8,0.09569377990430622,275,5.62040086571715
Sinopharm WIBP COVID-19 vaccine,216.56666666666666,212.0,391,44,347,79.11750052225418,0.3636471603596791,6497,4.931818181818182,6.858064516129032,0.5629067561663528,109,-101,15,0.054470516912872156,-3.7571428571428562,2.25,9,0.010341657729431592,334,5.814130531825066
Sonny_Angel,67.06666666666666,68.5,132,7,125,37.96834939203383,0.5578112055636704,2012,0.746031746031746,3.8656284760845385,0.7765603898817932,36,-55,15,-0.11687681198806081,0.0892857142857153,2.0,6,0.029382957884427033,371,5.918893854273146
Lego Jurassic World (theme),26.266666666666666,27.5,56,5,51,11.543925771687126,0.4233713608198213,788,1.0,0.2625139043381535,0.03874146300347952,31,-43,16,0.4190398022112888,-0.34285714285714275,1.2142857142857142,17,0.044533705902899054,276,5.6240175061873385
Samsung Gear VR,236.3,226.5,463,179,284,51.38946065747982,0.2165590419615669,7089,-0.03017241379310345,-0.36818687430478303,0.0038456249816943115,197,-170,10,2.81548446574849,-8.985714285714286,0.0,0,0.0,2212,7.70210434005105
Alarmo,300.46666666666664,219.5,1007,118,889,206.21069053007142,0.684024846959547,9014,-0.698961937716263,-15.880756395995547,0.4443226579722262,429,-285,10,1.7315701293672892,55.04642857142856,5.25,42,0.01741486068111455,288,5.666426688112432
Bionicle,657.0,655.5,792,537,255,65.8326160298475,0.10004956843441869,19710,0.30726256983240224,1.75083426028921,0.052989069315310514,154,-113,13,0.04149881528898058,-8.382142857142856,1.0,3,0.001519756838905775,799,6.684611727667927
Apple Watch SE (2nd generation),5.766666666666667,5.0,27,1,26,4.814445854809137,0.711494461301843,173,-0.6666666666666666,-0.009566184649610681,0.0002957762858443455,24,-22,11,2.9876702143960054,0.8857142857142855,1.0,2,0.1477832512315271,18,2.9444389791664403
Bigface,139.63333333333333,98.5,342,40,302,92.02336056072332,0.6543495654945958,4189,-0.7988165680473372,-9.161067853170188,0.7424624041487836,170,-145,10,0.9736340266331973,12.278571428571432,9.833333333333334,59,0.06992178241289405,296,5.6937321388027
Mattel Brick Shop,49.93333333333333,43.5,142,27,115,23.07225365864568,0.4529892734027293,1498,-0.8098591549295775,-0.24026696329254726,0.008124310796456799,45,-113,13,2.189003416920598,3.807142857142857,2.6666666666666665,8,0.05235602094240838,103,4.6443908991413725
Eero (wireless networking brand),156.7,147.5,251,22,229,52.92015998968005,0.33557488896436305,4701,5.590909090909091,1.6349276974416016,0.07150447977653343,80,-57,14,-0.29163338150831286,-18.660714285714285,1.6,8,0.010145846544071023,311,5.7430031878094825
Xiaomi Mi Smart Band 5,165.46666666666667,157.0,229,77,152,35.303194693335556,0.21207365654787078,4964,0.948051948051948,-2.078754171301446,0.25975068258940176,144,-45,13,0.009348485204837798,-0.5035714285714288,3.0,3,0.01802162595114137,195,5.278114659230517
CoronaVac,273.6,261.0,491,142,349,70.73405591839526,0.25758942432044885,8208,2.4577464788732395,2.704338153503893,0.10950736111182915,166,-82,13,0.801505190416864,3.371428571428572,2.4,36,0.00873998543335761,9581,9.167641617443067
LuLu the Piggy,28.466666666666665,22.5,91,10,81,16.700765118866727,0.5667680470203641,854,0.8571428571428571,-0.2593993325917685,0.018073548055285674,76,-28,10,1.960816002501757,1.7571428571428571,1.5,6,0.05090497737556561,95,4.564348191467836
Boss Katana,23.2,16.5,144,4,140,26.71753481642097,1.104030364314916,696,-0.8472222222222222,-1.5448275862068965,0.25046422937923024,26,-66,5,3.3625808708791456,4.932142857142857,4.25,17,0.1756198347107438,41,3.7376696182833684
Lego FORMA,18.733333333333334,16.0,72,8,64,11.555470085153996,0.5855812543152362,562,-0.7777777777777778,-0.4809788654060067,0.12979417358804424,13,-43,11,3.199617850839041,1.5500000000000003,2.375,19,0.12035472972972973,1082,6.9874902470009905
Spectacles (product),212.33333333333334,180.5,551,130,421,92.90724167445482,0.435502695349007,6370,-0.6096096096096096,-3.2071190211345937,0.08927080845278604,380,-398,7,2.2154029326723665,6.739285714285715,6.111111111111111,55,0.02864583333333333,3512,8.164225652265827
Lenovo Smart Assistant,18.133333333333333,14.0,108,6,102,17.828317051502335,0.9317935741203311,544,-0.8888888888888888,-0.7786429365962181,0.14290072910712798,12,-76,5,4.2746475706058105,3.410714285714285,1.6666666666666667,5,0.08710801393728224,51,3.9512437185814275
Cécred,164.9,133.0,680,53,627,119.68022671547155,0.7213997993699309,4947,1.8676470588235294,2.582202447163515,0.03487499997582845,627,-487,14,2.6054765453707214,10.939285714285713,1.375,11,0.008288125376732972,1398,7.243512974665482
Pebble Time,46.166666666666664,45.0,90,29,61,11.069728492103538,0.23469389029194782,1385,-0.4444444444444444,-0.5190211345939933,0.16469279235722717,15,-24,13,1.980057190805156,1.8178571428571426,0.0,0,0.0,536,6.285998094508865
Labubu,1224.4,1320.5,1618,575,1043,271.2729990249675,0.22137506040881955,36732,1.5843478260869566,23.018464961067853,0.5394087970599447,491,-213,16,-0.5725389803924613,-5.646428571428572,2.1666666666666665,13,0.00176813013437789,36126,10.49479578720404
NeeDoh,737.7666666666667,824.0,1178,88,1090,280.0919710063504,0.37913455444617206,22133,10.477272727272727,25.743047830923242,0.6328445633436519,550,-339,17,-0.5863697472118207,-62.61071428571428,3.2857142857142856,46,0.004447567051907619,1120,7.02197642307216
E-shotgun,27.1,21.0,177,7,170,29.14829897838523,1.0373060134656666,813,-0.8587570621468926,-0.9208008898776417,0.0747624414584416,21,-151,7,4.498181906347304,2.5785714285714283,3.5,7,0.12455516014234874,47,3.871201010907891
HTC Vive,511.23333333333335,525.5,629,322,307,82.98983204117371,0.1620156804343861,15337,0.3559322033898305,2.636040044493882,0.07558448898354637,176,-127,18,-0.5716181090674933,-15.403571428571432,1.375,11,0.0026843235504652825,4564,8.426173793029069
Cyberquad for Kids,2.5238095238095237,2.0,11,1,10,2.1956460730282865,0.6230887504539732,53,-0.7272727272727273,-0.15454545454545454,0.1816599675019242,4,-8,8,2.694283203440223,0.7303030303030302,1.0,1,0.28378378378378377,7,2.0794415416798357
Asus ROG Ally,18.3,14.0,100,5,95,16.9767488053514,0.879624290432715,549,-0.94,-0.9519466073414904,0.23555622247748959,20,-73,9,3.6954361210489513,2.907142857142857,3.0,3,0.15544041450777202,7558,8.930494185292178
Whopperito,17.066666666666666,10.5,101,2,99,18.85370579547221,1.0435630514099008,512,-0.8415841584158416,0.18731924360400456,0.007395197635374848,26,-95,9,3.041128393028625,2.1607142857142856,4.5,9,0.24907749077490776,92,4.532599493153256
Wave (smart speaker),16.4,14.0,48,7,41,9.690545220299356,0.5569278862241009,492,-0.75,-0.3061179087875417,0.07475831366102112,16,-31,9,2.054103332379347,1.6714285714285717,5.5,11,0.3160919540229885,46,3.8501476017100584
Julie (brand),8.793103448275861,6.0,58,1,57,10.256635565682808,1.047332504946484,255,-0.4166666666666667,-0.5615763546798029,0.20984847506232807,46,-35,9,3.8345746112326236,1.8307692307692307,4.0,8,0.4084507042253521,43,3.784189633918261
Coca-Cola Orange Vanilla,6.433333333333334,4.0,63,1,62,11.047423027817642,1.4862004073297275,193,-0.9523809523809523,-0.4131256952169076,0.10476612776892934,15,-59,7,4.486496051766099,1.1607142857142856,3.0,6,0.40358744394618834,10,2.3978952727983707
Stirling distillery,13.4,10.0,47,2,45,10.26839812239475,0.7130832029440798,402,-0.34782608695652173,-0.44983314794215795,0.1437725444390243,24,-33,9,1.6168912578572052,1.375,1.2857142857142858,9,0.08928571428571429,100,4.61512051684126
ReMarkable,11.266666666666667,9.5,34,4,30,6.62285604722179,0.5399067429800372,338,0.6190476190476191,-0.09032258064516127,0.0139341502717862,27,-22,9,2.178219529595868,1.2678571428571428,1.6666666666666667,5,0.1358695652173913,72,4.290459441148391
Nintendo Switch Pro Controller,43.6,39.0,105,8,97,21.380053008977004,0.4793733858515023,1308,2.625,-1.5648498331479421,0.40133425190191296,97,-42,12,1.352055626819833,1.5071428571428571,1.0,1,0.02242152466367713,40,3.713572066704308
Labor Inducer (hamburger),33.06666666666667,28.0,139,11,128,24.07617540686689,0.706737047168304,992,-0.7126436781609196,-1.267630700778643,0.20767726031165784,52,-98,8,3.125736579632048,4.671428571428571,3.25,13,0.09540117416829745,15598,9.654962088618868
NES Classic Edition,196.23333333333332,60.0,1216,12,1204,257.52173802526954,1.3056704648906687,5887,-0.03225806451612903,1.7234705228031153,0.0033555087524621044,813,-784,8,2.3003647796987217,79.96428571428571,3.9,39,0.019773533885414907,28318,10.251288236449755
Necco Wafers,112.43333333333334,107.0,177,74,103,23.987056694994674,0.21146391444309146,3373,0.08139534883720931,-0.20889877641824248,0.0056819357019837115,93,-75,11,1.120472107098476,-2.567857142857142,0.0,0,0.0,1365,7.2196420401307355
Sanofi–GSK COVID-19 vaccine,313.76666666666665,304.5,578,154,424,99.13212843921434,0.31493845739451765,9413,1.614213197969543,8.859844271412681,0.5984140211184324,139,-216,13,0.7348811033099006,-0.23928571428571388,3.0,18,0.00953086942708885,3104,8.040768994367578
Passion Dust,27.5,25.0,67,8,59,14.26826315054966,0.5006408122999881,825,-0.8805970149253731,-1.0582869855394883,0.41213845192069953,28,-31,11,1.052471924505144,2.357142857142857,4.0,4,0.14035087719298245,205,5.327876168789581
Apple Polishing Cloth,30.733333333333334,30.0,63,16,47,9.909367061298896,0.31226997041908283,922,-0.4634146341463415,-0.1419354838709677,0.015369812852416497,22,-30,13,1.2374508595016536,1.4285714285714284,3.0,9,0.09453781512605042,227,5.429345628954441
Friends (smart speaker),11.566666666666666,8.5,58,2,56,10.452059871410782,0.8317289022342798,347,-0.9655172413793104,-0.2783092324805339,0.053116554423746895,12,-44,10,3.094710199519477,1.2535714285714283,2.0,4,0.15915119363395225,38,3.6635616461296463
AirPods Pro,1327.4666666666667,1138.5,2823,882,1941,502.75638456634465,0.37844862590932754,39824,-0.44755244755244755,-41.00155728587318,0.49826910625379417,1107,-881,9,1.5013835804574382,105.23214285714286,4.588235294117647,78,0.0034537827777269383,1702,7.440146680662688
Barcode (drink),58.06666666666667,48.5,175,28,147,29.760077658202142,0.503838786538411,1742,-0.8228571428571428,-2.057842046718576,0.3582072723764797,40,-100,11,1.9755431236370415,-0.46428571428571397,9.5,38,0.1608352144469526,176,5.176149732573829
IOS 26,7593.6,5379.5,29772,69,29703,6814.800855980067,0.897321893974675,227808,27.896551724137932,-320.06318131256944,0.16525078926763978,15553,-9326,9,1.877288109990857,-158.05000000000015,14.703703703703704,397,0.0019360734869122407,71186,11.173065496459866
Chilipad,21.766666666666666,19.0,106,9,97,16.71463098273153,0.7341711998271537,653,-0.9056603773584906,-0.7784204671857619,0.16248502917282664,15,-66,8,4.251510950011911,2.1821428571428574,5.0,5,0.21961932650073207,55,4.02535169073515
Lunchly,6720.0,6293.5,13463,125,13338,2332.2934349405236,0.34701583617624215,201600,106.704,149.52880978865406,0.3079369606623352,5751,-3229,14,0.22488413481593603,-100.19642857142861,11.25,270,0.0016738580568367801,19605,9.883590920821671
PlayStation 4 Slim,18.7,19.5,32,6,26,7.439310003846683,0.37762994943384176,561,-0.41935483870967744,0.28364849833147937,0.10891159289665606,16,-24,17,-0.24158387934169384,-1.6535714285714285,1.0,1,0.050761421319796954,34,3.5553480614894135
Nokia OZO,13.266666666666667,11.0,57,4,53,9.749985754975349,0.6834102164702347,398,-0.2727272727272727,-0.12591768631813124,0.01249522133854942,48,-49,10,3.1890607800950175,0.357142857142857,1.0,1,0.07009345794392523,58,4.07753744390572
Valve Index,52.9,53.5,93,26,67,13.085233407674979,0.2427687088622445,1587,0.9230769230769231,-0.3628476084538376,0.057605510287559045,41,-34,17,0.4341304084715747,-0.39642857142857113,1.3333333333333333,4,0.024737167594310452,1294,7.166265974133638
TAG Heuer Connected,12.1,12.5,25,2,23,5.442732157045148,0.4154757371790189,363,-0.2631578947368421,-0.18665183537263624,0.08810672323486092,12,-20,15,0.21095085125076818,0.44285714285714295,1.0,1,0.07633587786259542,30,3.4339872044851463
GMA Affordabox,1222.5666666666666,836.5,5247,11,5236,1116.7852578818465,0.9127293904828887,36677,35.36363636363637,-60.13592880978864,0.21722367011970128,2182,-2613,9,2.2372450974812863,-7.149999999999984,3.6363636363636362,40,0.0029719374803418718,551,6.313548046277095
HomePod Mini,138.6,126.5,277,35,242,55.93126734364837,0.4006537775332978,4158,2.1333333333333333,2.329699666295884,0.12997774571040827,113,-87,13,0.47058900582887947,10.425,2.111111111111111,19,0.015122572429162689,704,6.558197802812269
Kirkland Signature Hard Seltzer,13.4,11.0,69,4,65,11.041135207335643,0.7667455005094196,402,-0.8405797101449275,-0.5744160177975528,0.20277017362371222,5,-46,9,4.223253138222864,2.0321428571428566,6.0,6,0.41666666666666663,26,3.295836866004329
Ockel Sirius B,19.3,6.0,369,2,367,65.09795183670015,3.2067956569803027,579,-0.981029810298103,-2.624471635150167,0.12176642709943311,6,-345,2,5.159105737143181,9.77142857142857,13.0,26,0.6403940886699507,42,3.7612001156935624
Lego Stranger Things,18.8,14.0,86,4,82,18.217939876213595,0.9200979735461412,564,-0.813953488372093,-0.9370411568409344,0.19819707901203262,46,-44,11,2.4178210292529467,4.478571428571429,3.5714285714285716,25,0.18037518037518038,137,4.927253685157205
Apple Watch SE (1st generation),3.0357142857142856,2.0,19,1,18,3.755777861766957,0.9306352223847327,85,-0.7894736842105263,-0.17870826491516145,0.14773044197978175,10,-17,5,3.1877356841580697,0.8285714285714286,1.0,1,0.24778761061946902,7,2.0794415416798357
ALC-0159,596.5,576.5,1208,147,1061,253.15130521751874,0.42368419283266734,17895,2.352201257861635,7.274082313681869,0.06185495942547039,391,-381,13,0.07419368190064408,-55.87142857142856,1.5714285714285714,11,0.002630005977286312,1429,7.265429723253953
Oculus Rift CV1,79.76666666666667,72.0,205,52,153,28.80009645045578,0.35658394284509837,2393,-0.526829268292683,0.4060066740823135,0.01488870437280503,42,-131,12,2.7134999726294304,5.65,7.5,15,0.09286009079653322,599,6.396929655216146
SirDavis,226.83333333333334,199.0,544,77,467,114.31625236839928,0.5017538509220159,6805,0.8831168831168831,2.3219132369299222,0.030906830004082352,463,-273,11,0.9162398757232603,-12.749999999999996,3.8,19,0.01667885881492319,1618,7.389563953677635
Lego The Powerpuff Girls,10.9,7.5,58,3,55,10.67192578684841,0.8968004862897824,327,-0.8235294117647058,-0.4958843159065629,0.1617534668182352,52,-55,7,3.1893913630996997,1.1964285714285714,0.0,0,0.0,29,3.4011973816621555
One hundred pounds (British coin),38.06666666666667,38.0,62,17,45,10.197821118040634,0.2610363767416544,1142,0.03125,0.21401557285873188,0.0329954775455308,39,-28,14,0.5105638155509669,-0.6464285714285715,0.0,0,0.0,132,4.890349128221754
Lego Gabby's Dollhouse,31.9,25.5,171,9,162,28.578954961066483,0.8686612450172183,957,-0.7894736842105263,-1.4662958843159064,0.19721002529366438,22,-104,8,3.8492471885224946,5.189285714285715,3.125,25,0.09498480243161095,57,4.060443010546419
Dunkaroos,14.033333333333333,13.0,30,4,26,5.782060378638589,0.384615989709884,421,-0.35294117647058826,-0.2805339265850946,0.17635345878417574,13,-16,12,0.8054026569165988,-0.37142857142857144,0.0,0,0.0,46,3.8501476017100584
Oxford–AstraZeneca COVID-19 vaccine,9106.533333333333,9232.5,12253,3800,8453,1782.9351405913665,0.19576487676041443,273196,1.4255263157894738,25.85050055617352,0.01574872030775628,4249,-1975,16,-0.49150436878484,-598.8464285714285,6.037037037037037,163,0.0006628619205753154,50714,10.833977003810096
Sega Pico,181.23333333333332,180.0,228,147,81,17.661036838821843,0.09691441469995525,5437,0.14285714285714285,0.012680756395995557,3.8622143404220584e-05,39,-44,12,0.5225707704029063,-0.44999999999999996,1.0,1,0.005487470276202671,671,6.51025834052315
LG Watch Urbane,51.4,43.0,146,26,120,24.86979426265257,0.47461439432543073,1542,-0.7397260273972602,-1.9328142380422693,0.45249552955805483,24,-41,9,2.300144377554063,5.7642857142857125,5.0,5,0.09541984732824428,151,5.0238805208462765
Xbox Series X and Series S,9060.2,6477.0,31422,2403,29019,6828.117268081053,0.7535555189247619,271806,0.976695796920516,-407.8669632925472,0.2673089882615416,12241,-13164,9,1.654114154432651,-348.4928571428572,3.8260869565217392,88,0.0004222494765066149,24980,10.125870814903928
HTC Vive XR Elite,26.233333333333334,25.0,40,17,23,6.974636589497374,0.25610660671348984,787,0.11764705882352941,-0.09721913236929922,0.014555889830765768,16,-18,12,0.40664547971945764,-0.16071428571428592,1.0,1,0.03671970624235006,93,4.543294782270004
Lego Brick Sketches,21.6,10.0,100,4,96,23.543718199695366,1.0417574424643967,648,-0.95,-1.4647385984427141,0.2899670138114529,60,-76,11,1.9199837004784002,3.057142857142857,2.9166666666666665,35,0.1290560471976401,37,3.6375861597263857
Evercade VS,69.16666666666667,50.5,310,19,291,60.62182408634332,0.8639689893540614,2075,-0.8516129032258064,-4.660511679644048,0.4427796443702875,41,-97,7,2.562405344966076,15.075000000000001,5.5,22,0.07838479809976247,164,5.10594547390058
Lego Dune,26.466666666666665,23.0,83,11,72,17.091388344881626,0.6222592844010301,794,-0.5783132530120482,0.21045606229143488,0.011359171119174533,63,-52,11,1.8966648034504676,1.5607142857142855,3.1666666666666665,19,0.11529126213592233,341,5.834810737062605
Magnetar UDP800,10.551724137931034,6.0,72,1,71,13.986659177887438,1.2107854213693603,306,-0.8472222222222222,-0.5798029556650247,0.12029038235442245,37,-43,8,3.1976196001886117,3.3315934065934067,2.0,6,0.17313432835820897,16,2.833213344056216
Fidget spinner,17676.766666666666,9984.5,51817,335,51482,16115.154906036601,0.9116058159328159,530303,153.6776119402985,1779.1526140155725,0.9131368784307297,7050,-4056,12,0.5673886469387349,1889.0642857142857,7.315789473684211,139,0.00041384127371015255,106126,11.572391769136894
Adidas Trionda,596.0666666666667,316.0,3962,102,3860,779.1711807355871,1.304998627851028,17882,3.950980392156863,43.943047830923256,0.23828298687727198,1981,-2040,7,2.975908037047753,12.36071428571429,2.5555555555555554,23,0.004280184606223016,660,6.493753839851686
Phantom 4,2.8,2.0,14,1,13,2.870540018881465,0.7554052681267013,70,-0.6428571428571429,-0.10846153846153844,0.07423823749066463,6,-11,9,2.554913199009164,0.37662337662337664,1.0,1,0.2631578947368421,25,3.258096538021482
Nintendo Labo,2461.766666666667,1082.0,24311,523,23788,4440.863794979031,1.803201194447585,73853,0.03459119496855346,-263.2856507230256,0.26332853318279303,23357,-14836,6,4.075661565450138,700.9071428571427,7.153846153846154,93,0.002904800625521224,5520,8.616314282284044
Lego The Angry Birds Movie,25.466666666666665,24.5,61,8,53,12.16753421564488,0.45973051192612896,764,-0.627906976744186,-0.3870967741935484,0.07582499629590538,33,-27,14,0.7947732891075362,0.746428571428571,2.1176470588235294,36,0.08001185360794193,73,4.30406509320417
Inzone,19.033333333333335,15.0,116,5,111,19.367469862862546,0.9667622227718408,571,-0.8879310344827587,-1.003114571746385,0.20097116333786572,26,-91,8,4.161253052988513,2.5428571428571423,7.0,7,0.3494176372712146,32,3.4965075614664802
Coca-Cola with Coffee,41.43333333333333,40.5,71,17,54,12.849600080244608,0.3028185407755996,1243,-0.1791044776119403,0.364627363737486,0.06032505661123473,35,-38,14,0.32725186543128226,2.525,1.0,2,0.023566378633150042,217,5.384495062789089
MAGA hat,3.0,2.0,15,1,14,2.9871519752227074,0.7467879938056768,78,-0.7777777777777778,-0.07452991452991453,0.035016209843796046,12,-14,5,2.7618280115744427,-0.3571428571428572,1.0,1,0.25,356,5.877735781779639
BMW B58,183.06666666666666,170.5,335,131,204,39.744126050972056,0.21592245228706297,5492,-0.12666666666666668,-1.9492769744160177,0.18021031596519582,185,-113,11,2.021405943326712,2.175,5.4,27,0.02933719666787396,585,6.373319789577012
Corbevax,578.9666666666667,313.5,4189,28,4161,754.3690292040244,1.300711010754683,17369,8.107142857142858,-38.79221357063403,0.1981070221244798,4161,-3006,8,3.7283463763396836,98.24285714285715,2.0,18,0.003448474050232772,6622,8.798303718484979
Google Nest Hub,7.633333333333334,8.0,20,1,19,3.8425975011124383,0.4450885136423674,229,-0.1111111111111111,-0.0006674082313681917,2.2600173385182363e-06,16,-14,18,1.027964528726057,0.5464285714285715,1.0,2,0.11583011583011583,49,3.912023005428146
HomePod,451.23333333333335,213.0,3442,100,3342,676.7690735316506,1.4965041796970235,13537,-0.9155328798185941,-49.14638487208008,0.395075948578674,1678,-1985,6,3.19161927906533,140.725,11.88888888888889,107,0.026289280361661876,1346,7.205635176410364
Microsoft 365,313.3333333333333,279.5,923,117,806,160.45816346394543,0.5104713577856165,9400,0.22939068100358423,7.342825361512792,0.15688492337053755,356,-465,11,1.960856819705951,28.410714285714285,3.888888888888889,35,0.012371862849063274,962,6.870053411798126
Samsung Galaxy Watch 4 Classic,29.966666666666665,29.5,39,19,20,4.963085957569366,0.16027188237575996,899,0.21428571428571427,-0.034927697441601784,0.003710349022282114,16,-19,15,-0.2811415774048064,0.14999999999999994,1.0,1,0.03229278794402583,63,4.1588830833596715
Lego Toy Story,52.96666666666667,50.5,101,35,66,13.78279926413918,0.255394674443592,1589,0.358974358974359,-0.4834260289210234,0.09216449422223186,34,-31,13,1.4854779656877526,-0.8214285714285714,0.0,0,0.0,99,4.605170185988092
Samsung Galaxy Tab S3,119.16666666666667,114.0,224,76,148,35.16540282089138,0.29263858103377016,3575,-0.2619047619047619,-0.07897664071190205,0.0003778718730852632,106,-78,14,1.389744539104755,8.789285714285715,2.4444444444444446,22,0.02034211742949607,371,5.918893854273146
Samsung Galaxy Ring,25.266666666666666,20.0,81,8,73,15.455168139564908,0.5883947261255675,758,-0.8024691358024691,-1.2614015572858732,0.49904269521790123,21,-24,11,1.8485899778796662,2.0999999999999988,1.8333333333333333,11,0.06979695431472081,172,5.153291594497779
Bubly Sparkling Water,70.4,68.0,110,26,84,20.7116714278045,0.29007943176196777,2112,0.1728395061728395,1.418464961067853,0.35138674477701143,38,-55,14,-0.07145183172747314,1.8607142857142853,2.0,6,0.028011204481792715,310,5.739792912179234
Google Home Hub,39.96666666666667,35.0,114,20,94,17.628543772971025,0.4303143313174375,1199,-0.17647058823529413,-1.1428253615127921,0.31485116765896476,80,-60,12,2.45779432061249,2.9071428571428566,1.0,1,0.02441008950366151,159,5.075173815233827
Xiaomi Smart Band 7,31.433333333333334,30.0,71,14,57,11.80588365557144,0.3640046348069303,943,-0.6338028169014085,-0.5973303670745272,0.19178323302529937,39,-28,13,1.2646434865720766,1.2035714285714287,1.25,5,0.038540596094552924,107,4.68213122712422
Dubai chocolate,2174.4333333333334,2069.5,3888,571,3317,754.3308594745117,0.34674970173352976,65233,1.712784588441331,-41.90945494994439,0.23124839180444678,1174,-913,10,0.5566469985359719,-54.2285714285714,2.6,52,0.001195164181848827,15590,9.654449103676551
AirTag,72.76666666666667,31.5,836,11,825,146.971580775181,1.9923847371240082,2183,-0.9736842105263158,-7.70433815350389,0.20586493885701773,92,-793,7,4.649643263061105,20.039285714285715,0.0,0,0.0,103,4.6443908991413725
Orchid (synthesizer),2.7916666666666665,1.0,22,1,21,4.509057243174256,1.189201910287716,67,-0.9090909090909091,-0.31782608695652176,0.2380642502589539,3,-11,4,3.4360880013515316,1.1013986013986015,1.5,3,0.39560439560439564,47,3.871201010907891
Dunnet Bay distillery,10.866666666666667,7.0,85,2,83,14.400771584266662,1.2135481672134827,326,-0.9294117647058824,-0.5606229143492768,0.11353992714688213,9,-75,7,4.519733660878825,1.8035714285714286,3.5,7,0.2949438202247191,14,2.70805020110221
